Model,Price_Original,Price,Price_VND,Ram_Original,Ram,SSD_Original,SSD,Graphics,GPU,G3Dmark,TDP,Perf_Per_Watt,Price_Objective,Budget_Score,Performance_Score,Energy_Consumption,Efficiency_Score
Lenovo/ThinkPad 13/Notebook/13.3/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,881.0,881.0,23787000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.10752158504713819,0.8924784149528618,0.021885157096424704,0.21212121212121213,0.08967492481741372
HP/Probook 430/Notebook/13.3/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,960.0,960.0,25920000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.12103361930955214,0.8789663806904479,0.06762159120495183,0.21212121212121213,0.08967492481741372
MSI/GE72VR 6RF/Gaming/17.3/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1599.0,1599.0,43173000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.23032716226755878,0.7696728377324412,0.2936203985991081,0.36363636363636365,0.45675536264763295
Dell/Inspiron 7567/Gaming/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1349.0,1349.0,36423000.0,16GB,16.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.18756756017131204,0.812432439828688,0.26455063115724764,0.36363636363636365,0.45675536264763295
MSI/GL62M 7RD/Gaming/15.6/Full HD 1920x1080/Intel Core i5 7300HQ 2.5GHz,1119.91,1119.91,30237570.000000004,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.1483843711943954,0.8516156288056046,0.23121729782391426,0.36363636363636365,0.45675536264763295
Dell/Vostro 3568/Notebook/15.6/1366x768/Intel Core i5 7200U 2.5GHz,684.99,684.99,18494730.0,4GB,4.0,1TB HDD,204.8,AMD Radeon R5 M420,AMD Radeon R5 M420,503.0,15.0,31.4375,0.07399634661959689,0.9260036533804031,0.027138501851898512,0.0,0.16184908885865673
HP/EliteBook 850/Ultrabook/15.6/Full HD 1920x1080/Intel Core i7 6500U 2.5GHz,1296.99,1296.99,35018730.0,8GB,8.0,256GB SSD,256.0,AMD Radeon R7 M365X,AMD Radeon R7 M365X,824.0,25.0,31.692307692307693,0.17867185255120888,0.8213281474487911,0.06412755003485432,0.06060606060606061,0.16329134491457276
HP/Envy 13-AB077cl/Ultrabook/13.3/Quad HD+ / Touchscreen 3200x1800/Intel Core i7 7500U 2.7GHz,1149.0,1149.0,31023000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.15335987849431468,0.8466401215056854,0.06762159120495183,0.21212121212121213,0.08967492481741372
Toshiba/Tecra Z50-C-140/Notebook/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 6600U 2.6GHz,1975.0,1975.0,53325000.0,16GB,16.0,256GB SSD,256.0,Nvidia GeForce 930M,Nvidia GeForce 930M,1011.0,33.0,29.735294117647058,0.29463760382031384,0.7053623961796862,0.10252588878530575,0.1090909090909091,0.15221430617213233
Lenovo/ThinkPad Yoga/2 in 1 Convertible/13.3/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i5 7200U 2.5GHz,1825.0,1825.0,49275000.0,8GB,8.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.26898184256256585,0.7310181574374341,0.12576112608867276,0.21212121212121213,0.08967492481741372
Lenovo/Thinkpad X270/Ultrabook/12.5/IPS Panel Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1650.0,1650.0,44550000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.23905012109519314,0.7609498789048068,0.06762159120495183,0.21212121212121213,0.08967492481741372
HP/Probook 650/Notebook/15.6/Full HD 1920x1080/Intel Core i5 6200U 2.3GHz,1165.0,1165.0,31455000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.15609649302847448,0.8439035069715255,0.06545474396768206,0.0,0.29274062902763853
Dell/Vostro 3568/Notebook/15.6/1366x768/Intel Core i5 7200U 2.5GHz,708.06,708.06,19117620.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.07794220270103852,0.9220577972989614,0.039327017561540986,0.21212121212121213,0.08967492481741372
Lenovo/IdeaPad 320-15IAP/Notebook/15.6/1366x768/Intel Pentium Quad Core N4200 1.1GHz,309.0,309.0,8343000.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 505,Intel HD Graphics 505,361.0,15.0,22.5625,0.009687615450925655,0.9903123845490743,0.023292348005744666,0.0,0.11161503830731778
HP/250 G6/Notebook/15.6/1366x768/Intel Celeron Dual Core N3060 1.6GHz,288.9,288.9,7800299.999999999,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 400,Intel HD Graphics 400,244.0,45.0,5.304347826086956,0.0062497434423874135,0.9937502565576126,0.02012333392123762,0.1818181818181818,0.013930881831030636
Lenovo/Yoga 900-13ISK/2 in 1 Convertible/13.3/IPS Panel Quad HD+ / Touchscreen 3200x1800/Intel Core i7 6560U 2.2GHz,1799.0,1799.0,48573000.0,16GB,16.0,1TB SSD,1024.0,Intel Iris Graphics 540,Intel Iris Graphics 540,1452.0,50.0,28.470588235294116,0.2645348439445562,0.7354651560554438,0.2888892388319182,0.21212121212121213,0.1450558499212373
Toshiba/Tecra Z40-C-12X/Notebook/14.0/IPS Panel Full HD 1920x1080/Intel Core i5 6200U 2.3GHz,1105.0,1105.0,29835000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.14583418852537525,0.8541658114746248,0.01971830985915493,0.0,0.29274062902763853
HP/EliteBook 820/Netbook/12.5/Full HD 1920x1080/Intel Core i5 6200U 2.3GHz,1669.0,1669.0,45063000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.2422998508545079,0.7577001491454921,0.06545474396768206,0.0,0.29274062902763853
Dell/Vostro 3568/Notebook/15.6/1366x768/Intel Core i3 6006U 2.0GHz,558.6,558.6,15082200.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.052378802183818386,0.9476211978161816,0.03716017032427121,0.0,0.29274062902763853
MSI/GP62M Leopard/Gaming/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1199.0,1199.0,32373000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.16191179891356403,0.838088201086436,0.23121729782391426,0.36363636363636365,0.45675536264763295
Dell/Latitude 7480/Ultrabook/14.0/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,1639.0,1639.0,44253000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.23716869860295825,0.7628313013970418,0.06762159120495183,0.21212121212121213,0.08967492481741372
Dell/Alienware 17/Gaming/17.3/2560x1440/Intel Core i7 6820HK 2.7GHz,2758.0,2758.0,74466000.0,16GB,16.0,512GB SSD +  1TB HDD,716.8,Nvidia GeForce GTX 1080,Nvidia GeForce GTX 1080,18605.0,180.0,102.79005524861878,0.4285606775857586,0.5714393224142413,0.6837209302325581,0.9999999999999999,0.5657170175714819
HP/Omen 17-W006na/Gaming/17.3/IPS Panel Full HD 1920x1080/Intel Core i5 6300HQ 2.3GHz,1399.0,1399.0,37773000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 965M,Nvidia GeForce GTX 965M,3859.0,23.0,160.79166666666666,0.1961194805905614,0.8038805194094386,0.1637741775638926,0.04848484848484849,0.8940162716597451
Asus/X751SV-TY001T (N3710/4GB/1TB/GeForce/Notebook/17.3/1600x900/Intel Pentium Quad Core N3710 1.6GHz,530.0,530.0,14310000.0,4GB,4.0,1TB HDD,204.8,Nvidia GeForce 920MX,Nvidia GeForce 920MX,1064.0,16.0,62.588235294117645,0.047487103704007765,0.9525128962959922,0.042333518103252796,0.006060606060606058,0.33816769296863813
Toshiba/Tecra A50-C-1ZV/Notebook/15.6/1366x768/Intel Core i5 6200U 2.3GHz,1119.0,1119.0,30213000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.14822872624276506,0.8517712737572349,0.06545474396768206,0.0,0.29274062902763853
Lenovo/Yoga 700-11ISK/2 in 1 Convertible/11.3/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core M m7-6Y75 1.2GHz,1299.0,1299.0,35073000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 515,Intel HD Graphics 515,638.0,15.0,39.875,0.17901563975206272,0.8209843602479373,0.0590896302082021,0.0,0.2096068129743663
Lenovo/IdeaPad Y700-15ACZ/Gaming/15.6/IPS Panel Full HD 1920x1080/AMD FX 8800P 2.1GHz,999.0,999.0,26973000.0,16GB,16.0,512GB SSD +  1TB HDD,716.8,AMD Radeon R9 M385,AMD Radeon R9 M385,2060.0,75.0,27.105263157894736,0.12770411723656663,0.8722958827634334,0.23558983597470332,0.36363636363636365,0.13732787144719882
Dell/Latitude 7280/Ultrabook/12.5/Full HD / Touchscreen 1920x1080/Intel Core i5 7200U 2.5GHz,1472.2,1472.2,39749400.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics,Intel HD Graphics,5565.0,30.0,179.51612903225808,0.20863949208434246,0.7913605079156576,0.1925403344335542,0.09090909090909091,1.0
Lenovo/IdeaPad 310-15IKB/Notebook/15.6/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,685.0,685.0,18495000.0,8GB,8.0,1TB HDD,204.8,Nvidia GeForce 920MX,Nvidia GeForce 920MX,1064.0,16.0,62.588235294117645,0.07399805700368073,0.9260019429963193,0.05900018476991946,0.006060606060606058,0.33816769296863813
Dell/Insprion 5767/Notebook/17.3/1600x900/Intel Core i3 6006U 2.0GHz,659.0,659.0,17793000.0,4GB,4.0,1TB HDD,204.8,AMD Radeon R7 M445,AMD Radeon R7 M445,947.0,25.0,36.42307692307692,0.06955105838567108,0.9304489416143289,0.039164504018745744,0.06060606060606061,0.19006832527346632
Dell/Latitude 7480/Ultrabook/14.0/Full HD 1920x1080/Intel Core i7 7600U 2.8GHz,1775.0,1775.0,47925000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.2604299221433165,0.7395700778566835,0.06762159120495183,0.21212121212121213,0.08967492481741372
Toshiba/Portege Z30-C-1CW/Notebook/13.3/Full HD 1920x1080/Intel Core i5 6200U 2.3GHz,1460.0,1460.0,39420000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.2065528235020456,0.7934471764979544,0.06545474396768206,0.0,0.29274062902763853
Lenovo/Thinkpad T460/Ultrabook/14.0/IPS Panel Full HD 1920x1080/Intel Core i7 6600U 2.6GHz,1488.99,1488.99,40202730.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.2115112269611264,0.7884887730388737,0.06545474396768206,0.0,0.29274062902763853
Dell/Alienware 17/Gaming/17.3/IPS Panel 4K Ultra HD 3840x2160/Intel Core i7 7700HQ 2.8GHz,3154.0,3154.0,85158000.0,16GB,16.0,512GB SSD +  1TB HDD,716.8,Nvidia GeForce GTX 1070,Nvidia GeForce GTX 1070,14672.0,150.0,97.16556291390728,0.49629188730621343,0.5037081126937866,0.5771933029302829,0.8181818181818181,0.5338814083019026
Dell/XPS 13/2 in 1 Convertible/13.3/Full HD / Touchscreen 1920x1080/Intel Core i5 7Y54 1.2GHz,1899.0,1899.0,51273000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 615,Intel HD Graphics 615,692.0,15.0,43.25,0.28163868478305487,0.7183613152169451,0.060552252093359196,0.0,0.22870990262065016
HP/ProBook x360/2 in 1 Convertible/11.6/Touchscreen 1366x768/Intel Pentium Quad Core N4200 1.1GHz,775.0,775.0,20925000.0,4GB,4.0,256GB SSD,256.0,Intel HD Graphics 505,Intel HD Graphics 505,361.0,15.0,22.5625,0.08939151375832957,0.9106084862416705,0.03492025498248885,0.0,0.11161503830731778
Dell/XPS 13/Ultrabook/13.3/Quad HD+ 3200x1800/Intel Core i7 6500U 2.5GHz,1268.0,1268.0,34236000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.1737134490921281,0.8262865509078718,0.06545474396768206,0.0,0.29274062902763853
Toshiba/Portege Z30-C-16Z/Notebook/13.3/Full HD 1920x1080/Intel Core i5 6300U 2.4GHz,1535.0,1535.0,41445000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.21938070413091965,0.7806192958690803,0.06545474396768206,0.0,0.29274062902763853
Lenovo/ThinkPad X270/Ultrabook/12.5/IPS Panel Full HD 1920x1080/Intel Core i5 7300U 2.6GHz,1760.0,1760.0,47520000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.25786434601754166,0.7421356539824584,0.06762159120495183,0.21212121212121213,0.08967492481741372
Acer/Aspire F5-573G-510L/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,1009.0,1009.0,27243000.0,12GB,12.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 950M,Nvidia GeForce GTX 950M,2574.0,75.0,33.86842105263158,0.12941450132041651,0.8705854986795835,0.14563586048191357,0.36363636363636365,0.17560852672279298
Toshiba/Portege X20W-D-10V/Ultrabook/12.5/Full HD / Touchscreen 1920x1080/Intel Core i7 7500U 2.7GHz,1790.0,1790.0,48330000.0,8GB,8.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.2629954982690913,0.7370045017309087,0.12576112608867276,0.21212121212121213,0.08967492481741372
HP/ProBook 450/Notebook/15.6/1366x768/Intel Core i5 7200U 2.50GHz,846.5,846.5,22855500.0,8GB,8.0,1TB HDD,204.8,Nvidia GeForce 930MX,Nvidia GeForce 930MX,1278.0,17.0,71.0,0.10162075995785613,0.8983792400421439,0.0647965011296161,0.012121212121212116,0.3857797508234283
Dell/Inspiron 3567/Notebook/15.6/1366x768/Intel Core i3 6006U 2.0GHz,465.62,465.62,12571740.0,4GB,4.0,1TB HDD,204.8,AMD Radeon R5 M430,AMD Radeon R5 M430,648.0,15.0,40.5,0.03647565097218231,0.9635243490278177,0.031065912469449973,0.0,0.21314442216812257
Dell/Alienware 17/Gaming/17.3/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,3149.0,3149.0,85023000.0,32GB,32.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1070,Nvidia GeForce GTX 1070,14672.0,150.0,97.16556291390728,0.49543669526428846,0.5045633047357115,0.5857204347132287,0.8181818181818181,0.5338814083019026
Lenovo/IdeaPad 310-15IKB/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,695.0,695.0,18765000.0,6GB,6.0,256GB SSD,256.0,Nvidia GeForce 920MX,Nvidia GeForce 920MX,1064.0,16.0,62.588235294117645,0.07570844108753061,0.9242915589124694,0.062294758413330306,0.006060606060606058,0.33816769296863813
Dell/XPS 13/2 in 1 Convertible/13.3/Quad HD+ / Touchscreen 3200x1800/Intel Core i7 7Y75 1.3GHz,1899.0,1899.0,51273000.0,16GB,16.0,512GB SSD,512.0,Intel HD Graphics 615,Intel HD Graphics 615,692.0,15.0,43.25,0.28163868478305487,0.7183613152169451,0.1520251203104135,0.0,0.22870990262065016
Dell/Latitude E7470/Ultrabook/14.0/Touchscreen 2560x1440/Intel Core i7 6600U 2.6GHz,1962.98,1962.98,53000460.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.29258172215152634,0.7074182778484737,0.06545474396768206,0.0,0.29274062902763853
Dell/Alienware 17/Gaming/17.3/Full HD 1920x1080/Intel Core i7 6700HQ 2.6GHz,2800.0,2800.0,75600000.0,32GB,32.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1070,Nvidia GeForce GTX 1070,14672.0,150.0,97.16556291390728,0.4357442907379281,0.5642557092620719,0.5857204347132287,0.8181818181818181,0.5338814083019026
Toshiba/Tecra A40-C-1DF/Notebook/14.0/Full HD 1920x1080/Intel Core i5 6200U 2.3GHz,1180.0,1180.0,31860000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.15866206915424927,0.8413379308457507,0.06545474396768206,0.0,0.29274062902763853
Asus/Rog Strix/Gaming/17.3/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,2049.9,2049.9,55347300.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1060,Nvidia GeForce GTX 1060,10064.0,120.0,83.17355371900827,0.3074483806083494,0.6925516193916506,0.3942433671798231,0.6363636363636364,0.4546841917147074
HP/Probook 450/Notebook/15.6/IPS Panel Full HD 1920x1080/Intel Core i5 7200U 2.70GHz,979.0,979.0,26433000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce 930MX,Nvidia GeForce 930MX,1278.0,17.0,71.0,0.1242833490688669,0.8757166509311332,0.09386626857147656,0.012121212121212116,0.3857797508234283
Lenovo/ThinkPad T460/Notebook/14.0/1366x768/Intel Core i5 6200U 2.3GHz,1002.0,1002.0,27054000.0,4GB,4.0,508GB Hybrid,304.8,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.1282172324617216,0.8717827675382784,0.0598709261382247,0.0,0.29274062902763853
Asus/Q534UX-BHI7T19 (i7-7500U/16GB/2TB/2 in 1 Convertible/15.6/4K Ultra HD / Touchscreen 3840x2160/Intel Core i7 7500U 2.7GHz,1799.0,1799.0,48573000.0,16GB,16.0,512GB SSD +  2TB HDD,921.6,Nvidia GeForce GTX 950M,Nvidia GeForce GTX 950M,2574.0,75.0,33.86842105263158,0.2645348439445562,0.7354651560554438,0.2960234573811384,0.36363636363636365,0.17560852672279298
HP/15-bs053od (i7-7500U/6GB/1TB/W10)/Notebook/15.6/1366x768/Intel Core i7 7500U 2.7GHz,579.0,579.0,15633000.0,6GB,6.0,1TB HDD,204.8,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.05586798571487212,0.9441320142851278,0.04766035089487432,0.21212121212121213,0.08967492481741372
Asus/Rog GL753VE-DS74/Gaming/17.3/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1749.0,1749.0,47223000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.2559829235253068,0.7440170764746932,0.2936203985991081,0.36363636363636365,0.45675536264763295
Dell/Inspiron 7579/2 in 1 Convertible/15.6/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i7 7500U 2.7GHz,1299.0,1299.0,35073000.0,12GB,12.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.17901563975206272,0.8209843602479373,0.14242779275533946,0.21212121212121213,0.08967492481741372
Toshiba/Portege Z30-C-1CV/Notebook/13.3/Full HD 1920x1080/Intel Core i5 6200U 2.3GHz,1195.0,1195.0,32265000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.16122764528002406,0.8387723547199759,0.01971830985915493,0.0,0.29274062902763853
Lenovo/IdeaPad 320-15ABR/Notebook/15.6/Full HD 1920x1080/AMD A12-Series 9720P 3.6GHz,549.0,549.0,14823000.0,6GB,6.0,256GB SSD,256.0,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.05073683346332252,0.9492631665366775,0.061536361880285884,0.21212121212121213,0.09888658169841041
Fujitsu/LifeBook A556/Notebook/15.6/1366x768/Intel Core i5 6200U 2.3GHz,649.0,649.0,17523000.0,4GB,4.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.0678406743018212,0.9321593256981788,0.04878807730101539,0.0,0.29274062902763853
HP/Probook 450/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,806.0,806.0,21762000.0,8GB,8.0,1TB HDD,204.8,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.09469370441826416,0.9053062955817358,0.05599368422820765,0.21212121212121213,0.08967492481741372
Lenovo/Legion Y520-15IKBN/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1189.0,1189.0,32103000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1060,Nvidia GeForce GTX 1060,10064.0,120.0,83.17355371900827,0.16020141482971414,0.8397985851702858,0.33184026640462927,0.6363636363636364,0.4546841917147074
Dell/Inspiron 5567/Notebook/15.6/1366x768/Intel Core i7 7500U 2.7GHz,749.0,749.0,20223000.0,8GB,8.0,1TB HDD,204.8,AMD Radeon R7 M445,AMD Radeon R7 M445,947.0,25.0,36.42307692307692,0.08494451514031989,0.9150554848596801,0.05583117068541242,0.06060606060606061,0.19006832527346632
Dell/Latitude 5480/Notebook/14.0/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,1119.0,1119.0,30213000.0,8GB,8.0,128GB SSD,128.0,Intel HD Graphics 620 ,Intel HD Graphics 620 ,953.0,50.0,18.686274509803923,0.14822872624276506,0.8517712737572349,0.03855182376309137,0.21212121212121213,0.08967492481741372
HP/EliteBook Folio/Netbook/12.5/Full HD 1920x1080/Intel Core M 6Y75 1.2GHz,1908.0,1908.0,51516000.0,8GB,8.0,512GB SSD,512.0,Intel HD Graphics 515,Intel HD Graphics 515,638.0,15.0,39.875,0.28317803045851975,0.7168219695414803,0.11722916509192303,0.0,0.2096068129743663
HP/15-bs005nv (i3-6006U/4GB/1TB/Notebook/15.6/Full HD 1920x1080/Intel Core i3 6006U 2GHz,499.0,499.0,13473000.0,4GB,4.0,128GB SSD +  1TB HDD,332.8,AMD Radeon 520,AMD Radeon 520,873.0,50.0,17.11764705882353,0.04218491304407317,0.9578150869559269,0.06622993776613167,0.21212121212121213,0.08079621938994701
Lenovo/V110-15IAP (N3350/4GB/128GB/No/Notebook/15.6/1366x768/Intel Celeron Dual Core N3350 1.1GHz,270.62,270.62,7306740.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 500,Intel HD Graphics 500,301.0,30.0,9.709677419354838,0.00312316133710986,0.9968768386628901,0.004225352112676056,0.09090909090909091,0.038865816984104254
Lenovo/ThinkPad T560/Notebook/15.6/Full HD 1920x1080/Intel Core i5 6200U 2.3GHz,1349.0,1349.0,36423000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.18756756017131204,0.812432439828688,0.06545474396768206,0.0,0.29274062902763853
Dell/Inspiron 5378/2 in 1 Convertible/13.3/Full HD / Touchscreen 1920x1080/Intel Core i5 7200U 2.5GHz,889.0,889.0,24003000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.10888989231421808,0.8911101076857819,0.06762159120495183,0.21212121212121213,0.08967492481741372
Asus/ZenBook UX310UA-FB485T/Notebook/13.3/Quad HD+ 3200x1800/Intel Core i5 7200U 2.5GHz,1150.0,1150.0,31050000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.15353091690269965,0.8464690830973003,0.06762159120495183,0.21212121212121213,0.08967492481741372
HP/Spectre 13-V111dx/Ultrabook/13.3/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i7 7500U 2.7GHz,1349.0,1349.0,36423000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.18756756017131204,0.812432439828688,0.06762159120495183,0.21212121212121213,0.08967492481741372
Asus/Rog GL553VE-DS74/Gaming/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1799.0,1799.0,48573000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.2645348439445562,0.7354651560554438,0.2936203985991081,0.36363636363636365,0.45675536264763295
HP/EliteBook 840/Ultrabook/14.0/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,2089.0,2089.0,56403000.0,8GB,8.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.3141359823762024,0.6858640176237976,0.12576112608867276,0.21212121212121213,0.08967492481741372
Acer/Nitro 5/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1260.0,1260.0,34020000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.17234514182504823,0.8276548581749518,0.23121729782391426,0.36363636363636365,0.45675536264763295
HP/ENVY -/Notebook/13.3/IPS Panel Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,1189.0,1189.0,32103000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.16020141482971414,0.8397985851702858,0.06762159120495183,0.21212121212121213,0.08967492481741372
Dell/Vostro 3568/Notebook/15.6/1366x768/Intel Core i3 7100U 2.4GHz,547.0,547.0,14769000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.05039475664655254,0.9496052433534474,0.021885157096424704,0.21212121212121213,0.08967492481741372
Toshiba/Portege Z30-C-16H/Notebook/13.3/Full HD 1920x1080/Intel Core i5 6200U 2.3GHz,1195.0,1195.0,32265000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.16122764528002406,0.8387723547199759,0.01971830985915493,0.0,0.29274062902763853
HP/EliteBook 840/Notebook/14.0/1366x768/Intel Core i5 6300U 2.4GHz,1099.99,1099.99,29699730.0,4GB,4.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.14497728609936647,0.8550227139006336,0.04878807730101539,0.0,0.29274062902763853
